IE_XML_ID;IE_NAME;IE_ACTIVE;IE_PREVIEW_TEXT;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_CODE;IP_PROP290;IP_PROP291;IP_PROP292;IP_PROP293;IP_PROP294;IP_PROP295;IP_PROP296;IP_PROP297;IP_PROP298;IP_PROP299;IP_PROP300;IP_PROP301;IP_PROP302;IP_PROP303;IP_PROP304;IP_PROP305;IP_PROP306;IP_PROP311;IP_PROP313;IP_PROP314;IC_GROUP0;IC_ACTIVE0;IC_GROUP1;IC_ACTIVE1;IC_GROUP2;IC_ACTIVE2;CP_QUANTITY;CP_WEIGHT;CP_WIDTH;CP_HEIGHT;CP_LENGTH;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
1641;Металлическая дверь Талисман вуд для квартиры;N;;/upload/iblock/bae/bae682235e1b8152659670bdfe29c248.jpg;"<p>
	 Коллекция «Woodstyle» — это линейка роскошных входных дверей, которые отлично впишутся в интерьер любой квартиры. Дверь «Талисман вуд» состоит из высококачественных многослойных панелей Портвуд. Данный материал обладает несомненными преимуществами перед деревом — имеет большую устойчивость к влажности и перепадам температур. Особенность и уникальность покрытия в полной мере раскрывается при фрезеровке, когда становится виден внутренний слой дерева, похожий на настоящий массив дуба.
</p>
<p>
	 В базовую комплектацию двери «Талисман вуд» входит глазок и задвижка Apecs, ручка Crit, а также верхний сувальдный и нижний цилиндровый замки Kale с врезной броненакладкой CRIT, что гарантирует высокий уровень взломостойкости и вашу безопасность.
</p>";metallicheskaya_dver_talisman_vud_dlya_kvartiry;/upload/iblock/597/59721e83f1f217c6e948c9676a1a6ab3.jpg;/upload/iblock/0f2/0f2c16036f07bd14ebce61475f76b653.jpg;2;706;;Портвуд;патина тонированная;18 мм;фрезеровка «Талисман»;цвет «Коричневый темный» ;;Портвуд;патина тонированная ;18 мм;фрезеровка «Талисман»  ;цвет «Коричневый темный»;363;Талисман вуд;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1642;"Двупольная дверь &quot;Лацио&quot; для квартиры и дома";N;;/upload/iblock/470/470b16817be881da077e45667aaa68e3.jpg;"&lt;p&gt;Коллекция Art – это уникальный дизайн и высочайшее качество всех элементов. Приобретая двупольную дверь Lazio, вы получаете не только надёжную защиту вашего дома, но и уникальное изысканное дополнение интерьера. Модель имеет встроенный стеклопакет, на который установлена решётка необычной формы.&lt;/p&gt;<br />
&lt;p&gt;Дверь с двух сторон покрыта виноритом, который имитирует структуру дерева и является лучшим примером сочетания прочности, экологичности и долговечности.&nbsp;&nbsp;Искусственное состаривание поверхности позволяет придать двери таинственности, а также подчеркнуть каждую деталь композиции.&lt;/p&gt;<br />
&lt;p&gt;Технические характеристики двери Lazio не уступают внешнему виду, потому как успешно прошли все сертификационные испытания, получив 5-ую категорию по сопротивляемости взлому, высший класс герметичности и прочности покрытия.&nbsp;&nbsp;Все замки и фурнитура имеют сертификаты, высокие классы безопасности и уникальные системы защиты.&lt;/p&gt;<br />
";dvupolnaya_dver_latsio_dlya_kvartiry;/upload/iblock/5f7/5f7ce98e9bc889f0cf447a2f936ab085.jpg;/upload/iblock/977/977419ac5d2bd0da83bfd90f1fabe9af.jpg;;;;;;;;;;;;;;;515;Лацио;Для дома;;;;;;;;;;;;;;;;
1642;"Двупольная дверь &quot;Лацио&quot; для квартиры и дома";N;;/upload/iblock/470/470b16817be881da077e45667aaa68e3.jpg;"&lt;p&gt;Коллекция Art – это уникальный дизайн и высочайшее качество всех элементов. Приобретая двупольную дверь Lazio, вы получаете не только надёжную защиту вашего дома, но и уникальное изысканное дополнение интерьера. Модель имеет встроенный стеклопакет, на который установлена решётка необычной формы.&lt;/p&gt;<br />
&lt;p&gt;Дверь с двух сторон покрыта виноритом, который имитирует структуру дерева и является лучшим примером сочетания прочности, экологичности и долговечности.&nbsp;&nbsp;Искусственное состаривание поверхности позволяет придать двери таинственности, а также подчеркнуть каждую деталь композиции.&lt;/p&gt;<br />
&lt;p&gt;Технические характеристики двери Lazio не уступают внешнему виду, потому как успешно прошли все сертификационные испытания, получив 5-ую категорию по сопротивляемости взлому, высший класс герметичности и прочности покрытия.&nbsp;&nbsp;Все замки и фурнитура имеют сертификаты, высокие классы безопасности и уникальные системы защиты.&lt;/p&gt;<br />
";dvupolnaya_dver_latsio_dlya_kvartiry;/upload/iblock/5f7/5f7ce98e9bc889f0cf447a2f936ab085.jpg;/upload/iblock/977/977419ac5d2bd0da83bfd90f1fabe9af.jpg;;;;;;;;;;;;;;;515;Лацио;Для квартиры;;;;;;;;;;;;;;;;
1643;"Двупольная дверь &quot;Луна&quot; для квартиры";N;;;"<p>Коллекция Арт сочетает в себе уникальную фрезеровку, дизайн, покрытие и конструкцию дверей. Все элементы идеально сочетаются и имеют высокие защитные качества. Двупольная дверь Luna имеет покрытие Винорит, которое выдерживает УФ-излучение, не выцветает, не поддаётся лёгким царапинам, очень экологично и долговечно. </p>
<p>После сертификационных испытаний и тестов на производстве в условиях повышенной влажности, прямых солнечных лучей, высоких и низких температур, дверь получила высший балл прочности покрытия, высший класс герметичности, 5-ую категорию по сопротивляемости взлому, а также повышенный коэффициент теплопередачи.</p>
<p>Фурнитура и замки Kale, Apecs и Crit имеют сертификаты качества, подтверждающие высочайшие классы защиты продукции.</p>
";dvupolnaya_dver_luna_dlya_kvartiry;;;;;;;;;;;;;;;;;516;Луна;Для квартиры;;;;;;;;;;;;;;;;
1644;"Двупольная дверь &quot;Луна&quot; для дома и квартиры";N;;;"<p>Коллекция Арт сочетает в себе уникальную фрезеровку, дизайн, покрытие и конструкцию дверей. Все элементы идеально сочетаются и имеют высокие защитные качества. Двупольная дверь Luna имеет покрытие Винорит, которое выдерживает УФ-излучение, не выцветает, не поддаётся лёгким царапинам, очень экологично и долговечно. </p>
<p>После сертификационных испытаний и тестов на производстве в условиях повышенной влажности, прямых солнечных лучей, высоких и низких температур, дверь получила высший балл прочности покрытия, высший класс герметичности, 5-ую категорию по сопротивляемости взлому, а также повышенный коэффициент теплопередачи.</p>
<p>Фурнитура и замки Kale, Apecs и Crit имеют сертификаты качества, подтверждающие высочайшие классы защиты продукции.</p>
";dvupolnaya_dver_luna_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;517;Луна;Для дома;;;;;;;;;;;;;;;;
1644;"Двупольная дверь &quot;Луна&quot; для дома и квартиры";N;;;"<p>Коллекция Арт сочетает в себе уникальную фрезеровку, дизайн, покрытие и конструкцию дверей. Все элементы идеально сочетаются и имеют высокие защитные качества. Двупольная дверь Luna имеет покрытие Винорит, которое выдерживает УФ-излучение, не выцветает, не поддаётся лёгким царапинам, очень экологично и долговечно. </p>
<p>После сертификационных испытаний и тестов на производстве в условиях повышенной влажности, прямых солнечных лучей, высоких и низких температур, дверь получила высший балл прочности покрытия, высший класс герметичности, 5-ую категорию по сопротивляемости взлому, а также повышенный коэффициент теплопередачи.</p>
<p>Фурнитура и замки Kale, Apecs и Crit имеют сертификаты качества, подтверждающие высочайшие классы защиты продукции.</p>
";dvupolnaya_dver_luna_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;517;Луна;Для квартиры;;;;;;;;;;;;;;;;
1645;"Двупольная дверь &quot;Монарх&quot; для квартиры";N;;;"<p>Двупольная дверь Монарх из коллекции Art – это сочетание внешней привлекательности и уникальных технических характеристик. Изюминкой данной модели является двухкамерный стеклопакет с кованой решёткой, уникальная фрезеровка и плавность линий, которые покорят даже самого требовательного покупателя. </p>
<p>Дверь с двух сторон покрыта Виноритом, который защищает от лёгких повреждений, устойчив к перепадам температур и не поддаётся воздействию УФ-лучей.</p>
<p>При производстве используется система патинирования, которая предполагает искусственное состаривание поверхности. </p>
<p>Дверь состоит из гнутых профилей, оборудована противосъёмными ригелями, вертикальной и горизонтальной системой рёбер, которые  защищают от попытки взлома путём скручивания. Замки защищены стальной броненакладкой, имеют высокий уровень безопасности, фурнитура отличается высоким качеством и долговечностью.</p>
";dvupolnaya_dver_monarkh_dlya_kvartiry;;;;;;;;;;;;;;;;;518;Монарх;Для квартиры;;;;;;;;;;;;;;;;
1646;"Двупольная дверь &quot;Рафаэль&quot; для квартиры";N;;;"<p>Хотите оригинальную дверь, которая обладает отличными техническими характеристиками? Предлагаем вам свежие дизайнерские решения в совокупности с надёжностью противовзломной системы - коллекцию дверей Art. Модель Рафаэль удовлетворяет всем требованиям, прошла сертификационные тесты и испытания на производстве. Дверь покрыта Виноритом, обеспечивают надёжную защиту от ультрафиолета, не подвержена выцветанию и воздействию атмосферных явлений. Помимо всего прочего, имеется защита от лёгких механических повреждений, а все качественные показатели сохраняются десятки лет.</p>
<p>При создании двери использовались гнутые профили, а потому она имеет небольшой вес при внушительной толщине, защищена системой горизонтальных и вертикальных рёбер, оборудована противосъёмными ригелями. </p>
<p>Фурнитура и замки, установленные в двери «Рафаэль» и принадлежащие ведущим мировым производителям, даже при длительной активной эксплуатации не теряют своих технических и внешних характеристик.</p>
";dvupolnaya_dver_rafael_dlya_kvartiry;;;;;;;;;;;;;;;;;520;Рафаэль;Для квартиры;;;;;;;;;;;;;;;;
1647;"Двупольная дверь &quot;Рафаэль&quot; для дома и квартиры";N;;;"<p>Хотите оригинальную дверь, которая обладает отличными техническими характеристиками? Предлагаем вам свежие дизайнерские решения в совокупности с надёжностью противовзломной системы - коллекцию дверей Art. Модель Рафаэль удовлетворяет всем требованиям, прошла сертификационные тесты и испытания на производстве. Дверь покрыта Виноритом, обеспечивают надёжную защиту от ультрафиолета, не подвержена выцветанию и воздействию атмосферных явлений. Помимо всего прочего, имеется защита от лёгких механических повреждений, а все качественные показатели сохраняются десятки лет.</p>
<p>При создании двери использовались гнутые профили, а потому она имеет небольшой вес при внушительной толщине, защищена системой горизонтальных и вертикальных рёбер, оборудована противосъёмными ригелями. </p>
<p>Фурнитура и замки, установленные в двери «Рафаэль» и принадлежащие ведущим мировым производителям, даже при длительной активной эксплуатации не теряют своих технических и внешних характеристик.</p>
";dvupolnaya_dver_rafael_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;521;Рафаэль;Для дома;;;;;;;;;;;;;;;;
1647;"Двупольная дверь &quot;Рафаэль&quot; для дома и квартиры";N;;;"<p>Хотите оригинальную дверь, которая обладает отличными техническими характеристиками? Предлагаем вам свежие дизайнерские решения в совокупности с надёжностью противовзломной системы - коллекцию дверей Art. Модель Рафаэль удовлетворяет всем требованиям, прошла сертификационные тесты и испытания на производстве. Дверь покрыта Виноритом, обеспечивают надёжную защиту от ультрафиолета, не подвержена выцветанию и воздействию атмосферных явлений. Помимо всего прочего, имеется защита от лёгких механических повреждений, а все качественные показатели сохраняются десятки лет.</p>
<p>При создании двери использовались гнутые профили, а потому она имеет небольшой вес при внушительной толщине, защищена системой горизонтальных и вертикальных рёбер, оборудована противосъёмными ригелями. </p>
<p>Фурнитура и замки, установленные в двери «Рафаэль» и принадлежащие ведущим мировым производителям, даже при длительной активной эксплуатации не теряют своих технических и внешних характеристик.</p>
";dvupolnaya_dver_rafael_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;521;Рафаэль;Для квартиры;;;;;;;;;;;;;;;;
1648;"Двупольная дверь &quot;Барселона&quot; для дома квартиры";N;;;"&lt;p&gt;Коллекция Tradition – это нотки европейского конструктивизма, лаконичность и простота. Дверь Barcelona отличается особой функциональностью, а потому является прекрасным дополнением любого интерьера. &lt;/p&gt;<br />
&lt;p&gt;Антивандальное покрытие Vinorit защищает от ультрафиолета, устойчиво к перепадам температуры, влажности, механическим повреждениям и не выделяет вредных веществ. &lt;/p&gt;<br />
&lt;p&gt;Вашу безопасность гарантируют качественная фурнитура и замки. Они сертифицированы, имеют свой класс безопасности и усилены броненакладками, увеличивающими степень защиты от взлома.&lt;/p&gt;<br />
";dvupolnaya_dver_barselona_dlya_doma_kvartiry;;;;;;;;;;;;;;;;;523;Барселона;Для дома;;;;;;;;;;;;;;;;
1648;"Двупольная дверь &quot;Барселона&quot; для дома квартиры";N;;;"&lt;p&gt;Коллекция Tradition – это нотки европейского конструктивизма, лаконичность и простота. Дверь Barcelona отличается особой функциональностью, а потому является прекрасным дополнением любого интерьера. &lt;/p&gt;<br />
&lt;p&gt;Антивандальное покрытие Vinorit защищает от ультрафиолета, устойчиво к перепадам температуры, влажности, механическим повреждениям и не выделяет вредных веществ. &lt;/p&gt;<br />
&lt;p&gt;Вашу безопасность гарантируют качественная фурнитура и замки. Они сертифицированы, имеют свой класс безопасности и усилены броненакладками, увеличивающими степень защиты от взлома.&lt;/p&gt;<br />
";dvupolnaya_dver_barselona_dlya_doma_kvartiry;;;;;;;;;;;;;;;;;523;Барселона;Для квартиры;;;;;;;;;;;;;;;;
1649;"Двупольная дверь &quot;Лондон&quot; для квартиры";N;;;"<p>Модель London из коллекции Tradition – это дверь, в которой нет ничего лишнего, преобладают чёткие линии, сдержанность и лаконичность. Внешний вид двери приятно удивит вас своей простотой в сочетании с богатством, а также высококлассной фурнитурой Kale, Apecs и Crit, имеющей высочайшие классы безопасности.</p>
<p>В качестве покрытия выбрана качественная итальянская краска, которая обладает устойчивостью к различным атмосферным явлениям, а также лёгким механическим повреждениям. Сертификационные испытания и тесты на производстве подтвердили высокий уровень тепло- шумоизоляции и высший класс герметичности.</p>
";dvupolnaya_dver_london_dlya_kvartiry;;;;;;;;;;;;;;;;;524;Лондон;Для квартиры;;;;;;;;;;;;;;;;
1650;"Двупольная дверь &quot;Лондон&quot; для дома и квартиры";N;;;"<p>Модель London из коллекции Tradition – это дверь, в которой нет ничего лишнего, преобладают чёткие линии, сдержанность и лаконичность. Внешний вид двери приятно удивит вас своей простотой в сочетании с богатством, а также высококлассной фурнитурой Kale, Apecs и Crit, имеющей высочайшие классы безопасности.</p>
<p>В качестве покрытия выбрана качественная итальянская краска, которая обладает устойчивостью к различным атмосферным явлениям, а также лёгким механическим повреждениям. Сертификационные испытания и тесты на производстве подтвердили высокий уровень тепло- шумоизоляции и высший класс герметичности.</p>
";dvupolnaya_dver_london_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;525;Лондон;Для дома;;;;;;;;;;;;;;;;
1650;"Двупольная дверь &quot;Лондон&quot; для дома и квартиры";N;;;"<p>Модель London из коллекции Tradition – это дверь, в которой нет ничего лишнего, преобладают чёткие линии, сдержанность и лаконичность. Внешний вид двери приятно удивит вас своей простотой в сочетании с богатством, а также высококлассной фурнитурой Kale, Apecs и Crit, имеющей высочайшие классы безопасности.</p>
<p>В качестве покрытия выбрана качественная итальянская краска, которая обладает устойчивостью к различным атмосферным явлениям, а также лёгким механическим повреждениям. Сертификационные испытания и тесты на производстве подтвердили высокий уровень тепло- шумоизоляции и высший класс герметичности.</p>
";dvupolnaya_dver_london_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;525;Лондон;Для квартиры;;;;;;;;;;;;;;;;
1651;"Двупольная дверь &quot;Прованс&quot; для квартиры";N;;;"<p>Если вы не ищете вычурности, внешнего блеска и пышности форм, тогда коллекция Tradition создана специально для вас! Дверь Provence сделана в сдержанном стиле, который подчёркивает изысканный вкус владельца. </p>
<p> Она покрыта Виноритом, который является прекрасным примером сочетания прочности, эстетичности, экологичности и долговечности. Оно имитирует структуру натурального дерева, может служить защитой MDF-панелей, на которые нанесена глубокая фрезеровка. Двери присвоена 5 категория по сопротивляемости взлому, А-класс по герметичности, высший балл прочности, а также высокий коэффициент тепло- и шумоизоляции.</p>
<p>Замки и фурнитура поставляются крупнейшими мировыми производителями, которые гарантируют высочайшее качество своей продукции. </p>";dvupolnaya_dver_provans_dlya_kvartiry;;;;;;;;;;;;;;;;;526;Прованс;Для квартиры;;;;;;;;;;;;;;;;
1652;"Двупольная дверь &quot;Прованс&quot; для дома и квартиры";N;;;"<p>Если вы не ищете вычурности, внешнего блеска и пышности форм, тогда коллекция Tradition создана специально для вас! Дверь Provence сделана в сдержанном стиле, который подчёркивает изысканный вкус владельца. </p>
<p> Она покрыта Виноритом, который является прекрасным примером сочетания прочности, эстетичности, экологичности и долговечности. Оно имитирует структуру натурального дерева, может служить защитой MDF-панелей, на которые нанесена глубокая фрезеровка. Двери присвоена 5 категория по сопротивляемости взлому, А-класс по герметичности, высший балл прочности, а также высокий коэффициент тепло- и шумоизоляции.</p>
<p>Замки и фурнитура поставляются крупнейшими мировыми производителями, которые гарантируют высочайшее качество своей продукции. </p>";dvupolnaya_dver_provans_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;527;Прованс;Для дома;;;;;;;;;;;;;;;;
1652;"Двупольная дверь &quot;Прованс&quot; для дома и квартиры";N;;;"<p>Если вы не ищете вычурности, внешнего блеска и пышности форм, тогда коллекция Tradition создана специально для вас! Дверь Provence сделана в сдержанном стиле, который подчёркивает изысканный вкус владельца. </p>
<p> Она покрыта Виноритом, который является прекрасным примером сочетания прочности, эстетичности, экологичности и долговечности. Оно имитирует структуру натурального дерева, может служить защитой MDF-панелей, на которые нанесена глубокая фрезеровка. Двери присвоена 5 категория по сопротивляемости взлому, А-класс по герметичности, высший балл прочности, а также высокий коэффициент тепло- и шумоизоляции.</p>
<p>Замки и фурнитура поставляются крупнейшими мировыми производителями, которые гарантируют высочайшее качество своей продукции. </p>";dvupolnaya_dver_provans_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;527;Прованс;Для квартиры;;;;;;;;;;;;;;;;
1653;"Двупольная дверь &quot;Старый Лондон&quot; для дома и квартиры";N;;;"<p>Коллекция Tradition – это идеальный выбор для приверженцев минимализма, чёткости форм и выверенности линий. Дверь OLD LONDON имеет антивандальное покрытие Vinorit, защищающее от УФ-лучей, перепадов температур, влажности, лёгких механических повреждений, не выделяет вредных веществ. </p>
<p>Безопасности дверей в «Стальной линии» уделяется особое внимание. Данная модель имеет 5-ую категорию сопротивляемости взлому, высший класс герметичности, тепло- и шумоизоляции, а также выдерживает около 300 000 циклов открывания, что равно примерно 20-ти годам работы для семьи из 4-ёх человек.</p>
<p>Фурнитура и замки принадлежат производству лучших мировых компаний, которые гарантируют качество и надёжность своей продукции.</p>
";dvupolnaya_dver_staryy_london_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;528;Старый Лондон;Для дома;;;;;;;;;;;;;;;;
1653;"Двупольная дверь &quot;Старый Лондон&quot; для дома и квартиры";N;;;"<p>Коллекция Tradition – это идеальный выбор для приверженцев минимализма, чёткости форм и выверенности линий. Дверь OLD LONDON имеет антивандальное покрытие Vinorit, защищающее от УФ-лучей, перепадов температур, влажности, лёгких механических повреждений, не выделяет вредных веществ. </p>
<p>Безопасности дверей в «Стальной линии» уделяется особое внимание. Данная модель имеет 5-ую категорию сопротивляемости взлому, высший класс герметичности, тепло- и шумоизоляции, а также выдерживает около 300 000 циклов открывания, что равно примерно 20-ти годам работы для семьи из 4-ёх человек.</p>
<p>Фурнитура и замки принадлежат производству лучших мировых компаний, которые гарантируют качество и надёжность своей продукции.</p>
";dvupolnaya_dver_staryy_london_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;528;Старый Лондон;Для квартиры;;;;;;;;;;;;;;;;
1654;"Двупольная дверь &quot;Старый Лондон&quot; для квартиры";N;;;"<p>Коллекция Tradition – это идеальный выбор для приверженцев минимализма, чёткости форм и выверенности линий. Дверь OLD LONDON имеет антивандальное покрытие Vinorit, защищающее от УФ-лучей, перепадов температур, влажности, лёгких механических повреждений, не выделяет вредных веществ. </p>
<p>Безопасности дверей в «Стальной линии» уделяется особое внимание. Данная модель имеет 5-ую категорию сопротивляемости взлому, высший класс герметичности, тепло- и шумоизоляции, а также выдерживает около 300 000 циклов открывания, что равно примерно 20-ти годам работы для семьи из 4-ёх человек.</p>
<p>Фурнитура и замки принадлежат производству лучших мировых компаний, которые гарантируют качество и надёжность своей продукции.</p>
";dvupolnaya_dver_staryy_london_dlya_kvartiry;;;;;;;;;;;;;;;;;529;Старый Лондон;Для квартиры;;;;;;;;;;;;;;;;
1655;"Двупольная дверь &quot;Базилика&quot; для дома и квартиры";N;;;"<p>Коллекция Coliseum — это роскошь, элегантность, надежность и безопасность в одном лице. Двери Базилика внутри и снаружи имеют влагостойкие панели MDF, которые покрыты атмосфероустойчивыми и высокопрочными красками и лаками итальянского производства. Стойкое покрытие Vinorit имеет защиту от ультрафиолета, поэтому дверь не выцветают; покрытие устойчиво к атмосферным воздействиям: передам температуры, влажность.</p>
<p>Уплотнитель двери имеет 3 контура, толщина которого 100 мм. Все выше перечисленное очень важно для дверей для дома. Безопасность вашего дома гарантируют нижний цилиндровый, верхний сувальдный замки и броненакладка врезная CRIT.</p>";dvupolnaya_dver_bazilika_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;530;Базилика;Для дома;;;;;;;;;;;;;;;;
1655;"Двупольная дверь &quot;Базилика&quot; для дома и квартиры";N;;;"<p>Коллекция Coliseum — это роскошь, элегантность, надежность и безопасность в одном лице. Двери Базилика внутри и снаружи имеют влагостойкие панели MDF, которые покрыты атмосфероустойчивыми и высокопрочными красками и лаками итальянского производства. Стойкое покрытие Vinorit имеет защиту от ультрафиолета, поэтому дверь не выцветают; покрытие устойчиво к атмосферным воздействиям: передам температуры, влажность.</p>
<p>Уплотнитель двери имеет 3 контура, толщина которого 100 мм. Все выше перечисленное очень важно для дверей для дома. Безопасность вашего дома гарантируют нижний цилиндровый, верхний сувальдный замки и броненакладка врезная CRIT.</p>";dvupolnaya_dver_bazilika_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;530;Базилика;Для квартиры;;;;;;;;;;;;;;;;
1656;Входная дверь Ливерпуль 80.05 для квартиры Скидка;N;;/upload/iblock/583/583df8841db60173f5d6e32f90b78b9b.jpg;"<p>
	 «Ливерпуль 80.05» — это новое название двери «Британия».<br>
</p>
<p>
	 Модель «Ливерпуль 80.05» по-английски сдержанная и надёжная, способна выдержать любую непогоду, механические повреждения (царапины) и защищает от ультрафиолета благодаря специальному покрытию Винорит.
</p>
<p>
	 Чтобы обеспечить высокий уровень безопасности, при изготовлении двери использованы гнутые профили, 3 мм стали в зоне замков, вертикальная и горизонтальная система рёбер, а также противосъёмные ригели. Вся фурнитура принадлежит лучшим мировым производителям, имеет высочайшие классы безопасности и сертификаты.
</p>";vkhodnaya_dver_liverpul_80_05_dlya_kvartiry_skidka;/upload/iblock/99d/99d087c3bb70f13a6e2245daf20a27d7.jpg;/upload/iblock/35b/35b7299616f074a0bd43ce0defa5ee52.jpg;2;705;Экошпон;МДФ;;10 мм;рис. Л-2;цвет «Пломбир»;Экошпон;МДФ;патина черная ;10 мм;рис. Л-2;цвет «Венге темный»;786;Ливерпуль 80.05;Для квартиры;2050 мм;;;;;;;;;;;;;;;
1657;"Входная дверь &quot;Линия&quot; для дома и квартиры";N;;;"<p>Двери «Стальная линия» созданы удивлять! Строгость и чёткость форм, лаконичность, утончённый стиль и надёжность – это лишь некоторые из преимуществ моделей серии «City».</p>

<p>Дверь «Line» приятно удивляет своими характеристиками. Она имеет антивандальное покрытие Vinorit, которое как нельзя лучше защищает от царапин и других дефектов, абсолютно безопасно и очень долговечно. Надёжность двери не вызывает сомнений — модели присвоена 5 категория по сопротивляемости взлому, а также высший класс по герметичности и прочности покрытия. В зоне замков расположены усиливающие стальные пластины толщиной 3 мм, установлены специальные противосъёмные ригели.</p>

<p>Фурнитура от лучших мировых производителей обладает не менее внушительными характеристиками безопасности, при этом сохраняя внешнюю привлекательность и функциональность. </p>
";vkhodnaya_dver_liniya_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;328;Линия;Для дома;;;;;;;;;;;;;;;;
1657;"Входная дверь &quot;Линия&quot; для дома и квартиры";N;;;"<p>Двери «Стальная линия» созданы удивлять! Строгость и чёткость форм, лаконичность, утончённый стиль и надёжность – это лишь некоторые из преимуществ моделей серии «City».</p>

<p>Дверь «Line» приятно удивляет своими характеристиками. Она имеет антивандальное покрытие Vinorit, которое как нельзя лучше защищает от царапин и других дефектов, абсолютно безопасно и очень долговечно. Надёжность двери не вызывает сомнений — модели присвоена 5 категория по сопротивляемости взлому, а также высший класс по герметичности и прочности покрытия. В зоне замков расположены усиливающие стальные пластины толщиной 3 мм, установлены специальные противосъёмные ригели.</p>

<p>Фурнитура от лучших мировых производителей обладает не менее внушительными характеристиками безопасности, при этом сохраняя внешнюю привлекательность и функциональность. </p>
";vkhodnaya_dver_liniya_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;328;Линия;Для квартиры;;;;;;;;;;;;;;;;
1658;"Входная дверь &quot;Миллениум&quot; для дома и квартиры";N;;/upload/iblock/723/7230715e851145ede262c0e1c15a7f4e.jpg;"&lt;p&gt;Двери коллекции City New созданы для ярких, активных и современных жителей города. Минималистичный дизайн, чёткие линии и строгость форм — стильное дополнение любого интерьера в сочетании с невероятной надёжностью и долговечностью.&lt;/p&gt;<br />
&lt;p&gt;Модель MILLENIUM изготовлена из цельного металлического листа, что увеличивает уровень надёжности, а также устойчивость к разного рода повреждениям. Для улучшения тепло- и шумоизоляции используется 3 контура уплотнения и финский утеплитель ISOVER.&lt;/p&gt;<br />
&lt;p&gt;Двери имеют антивандальное покрытие Vinorit, которое защищает от ультрафиолета, устойчиво к перепадам температуры, влажности, механическим повреждениям и не выделяет вредных веществ.&lt;/p&gt;<br />
&lt;p&gt;Фурнитура, установленная в дверях MILLENIUM, закупается только у проверенных производителей. Все замки имеют 3 и 4 класс безопасности, что позволяет защитить дверь от взлома.&lt;/p&gt;";vkhodnaya_dver_millenium_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;338;Миллениум;Для дома;;;;;;;;;;;;;;;;
1658;"Входная дверь &quot;Миллениум&quot; для дома и квартиры";N;;/upload/iblock/723/7230715e851145ede262c0e1c15a7f4e.jpg;"&lt;p&gt;Двери коллекции City New созданы для ярких, активных и современных жителей города. Минималистичный дизайн, чёткие линии и строгость форм — стильное дополнение любого интерьера в сочетании с невероятной надёжностью и долговечностью.&lt;/p&gt;<br />
&lt;p&gt;Модель MILLENIUM изготовлена из цельного металлического листа, что увеличивает уровень надёжности, а также устойчивость к разного рода повреждениям. Для улучшения тепло- и шумоизоляции используется 3 контура уплотнения и финский утеплитель ISOVER.&lt;/p&gt;<br />
&lt;p&gt;Двери имеют антивандальное покрытие Vinorit, которое защищает от ультрафиолета, устойчиво к перепадам температуры, влажности, механическим повреждениям и не выделяет вредных веществ.&lt;/p&gt;<br />
&lt;p&gt;Фурнитура, установленная в дверях MILLENIUM, закупается только у проверенных производителей. Все замки имеют 3 и 4 класс безопасности, что позволяет защитить дверь от взлома.&lt;/p&gt;";vkhodnaya_dver_millenium_dlya_doma_i_kvartiry;;;;;;;;;;;;;;;;;338;Миллениум;Для квартиры;;;;;;;;;;;;;;;;
